DateKey,Date,Year,Quarter,Month,MonthShort,MonthNo
20220315,3/15/2022,2022,1,March,Mar,3
20220316,3/16/2022,2022,1,March,Mar,3
20220317,3/17/2022,2022,1,March,Mar,3
20220318,3/18/2022,2022,1,March,Mar,3
20220319,3/19/2022,2022,1,March,Mar,3
20220320,3/20/2022,2022,1,March,Mar,3
20220321,3/21/2022,2022,1,March,Mar,3
20220322,3/22/2022,2022,1,March,Mar,3
20220323,3/23/2022,2022,1,March,Mar,3
20220324,3/24/2022,2022,1,March,Mar,3
20220325,3/25/2022,2022,1,March,Mar,3
20220326,3/26/2022,2022,1,March,Mar,3
20220327,3/27/2022,2022,1,March,Mar,3
20220328,3/28/2022,2022,1,March,Mar,3
20220329,3/29/2022,2022,1,March,Mar,3
20220330,3/30/2022,2022,1,March,Mar,3
20220331,3/31/2022,2022,1,March,Mar,3
20220401,4/1/2022,2022,2,April,Apr,4
20220402,4/2/2022,2022,2,April,Apr,4
20220403,4/3/2022,2022,2,April,Apr,4
20220404,4/4/2022,2022,2,April,Apr,4
20220405,4/5/2022,2022,2,April,Apr,4
20220406,4/6/2022,2022,2,April,Apr,4
20220407,4/7/2022,2022,2,April,Apr,4
20220408,4/8/2022,2022,2,April,Apr,4
20220409,4/9/2022,2022,2,April,Apr,4
20220410,4/10/2022,2022,2,April,Apr,4
20220411,4/11/2022,2022,2,April,Apr,4
20220412,4/12/2022,2022,2,April,Apr,4
20220413,4/13/2022,2022,2,April,Apr,4
20220414,4/14/2022,2022,2,April,Apr,4
20220415,4/15/2022,2022,2,April,Apr,4
20220416,4/16/2022,2022,2,April,Apr,4
20220417,4/17/2022,2022,2,April,Apr,4
20220418,4/18/2022,2022,2,April,Apr,4
20220419,4/19/2022,2022,2,April,Apr,4
20220420,4/20/2022,2022,2,April,Apr,4
20220421,4/21/2022,2022,2,April,Apr,4
20220422,4/22/2022,2022,2,April,Apr,4
20220423,4/23/2022,2022,2,April,Apr,4
20220424,4/24/2022,2022,2,April,Apr,4
20220425,4/25/2022,2022,2,April,Apr,4
20220426,4/26/2022,2022,2,April,Apr,4
20220427,4/27/2022,2022,2,April,Apr,4
20220428,4/28/2022,2022,2,April,Apr,4
20220429,4/29/2022,2022,2,April,Apr,4
20220430,4/30/2022,2022,2,April,Apr,4
20220501,5/1/2022,2022,2,May,May,5
20220502,5/2/2022,2022,2,May,May,5
20220503,5/3/2022,2022,2,May,May,5
20220504,5/4/2022,2022,2,May,May,5
20220505,5/5/2022,2022,2,May,May,5
20220506,5/6/2022,2022,2,May,May,5
20220507,5/7/2022,2022,2,May,May,5
20220508,5/8/2022,2022,2,May,May,5
20220509,5/9/2022,2022,2,May,May,5
20220510,5/10/2022,2022,2,May,May,5
20220511,5/11/2022,2022,2,May,May,5
20220512,5/12/2022,2022,2,May,May,5
20220513,5/13/2022,2022,2,May,May,5
20220514,5/14/2022,2022,2,May,May,5
20220515,5/15/2022,2022,2,May,May,5
20220516,5/16/2022,2022,2,May,May,5
20220517,5/17/2022,2022,2,May,May,5
20220518,5/18/2022,2022,2,May,May,5
20220519,5/19/2022,2022,2,May,May,5
20220520,5/20/2022,2022,2,May,May,5
20220521,5/21/2022,2022,2,May,May,5
20220522,5/22/2022,2022,2,May,May,5
20220523,5/23/2022,2022,2,May,May,5
20220524,5/24/2022,2022,2,May,May,5
20220525,5/25/2022,2022,2,May,May,5
20220526,5/26/2022,2022,2,May,May,5
20220527,5/27/2022,2022,2,May,May,5
20220528,5/28/2022,2022,2,May,May,5
20220529,5/29/2022,2022,2,May,May,5
20220530,5/30/2022,2022,2,May,May,5
20220531,5/31/2022,2022,2,May,May,5
20220601,6/1/2022,2022,2,June,Jun,6
20220602,6/2/2022,2022,2,June,Jun,6
20220603,6/3/2022,2022,2,June,Jun,6
20220604,6/4/2022,2022,2,June,Jun,6
20220605,6/5/2022,2022,2,June,Jun,6
20220606,6/6/2022,2022,2,June,Jun,6
20220607,6/7/2022,2022,2,June,Jun,6
20220608,6/8/2022,2022,2,June,Jun,6
20220609,6/9/2022,2022,2,June,Jun,6
20220610,6/10/2022,2022,2,June,Jun,6
20220611,6/11/2022,2022,2,June,Jun,6
20220612,6/12/2022,2022,2,June,Jun,6
20220613,6/13/2022,2022,2,June,Jun,6
20220614,6/14/2022,2022,2,June,Jun,6
20220615,6/15/2022,2022,2,June,Jun,6
20220616,6/16/2022,2022,2,June,Jun,6
20220617,6/17/2022,2022,2,June,Jun,6
20220618,6/18/2022,2022,2,June,Jun,6
20220619,6/19/2022,2022,2,June,Jun,6
20220620,6/20/2022,2022,2,June,Jun,6
20220621,6/21/2022,2022,2,June,Jun,6
20220622,6/22/2022,2022,2,June,Jun,6
20220623,6/23/2022,2022,2,June,Jun,6
20220624,6/24/2022,2022,2,June,Jun,6
20220625,6/25/2022,2022,2,June,Jun,6
20220626,6/26/2022,2022,2,June,Jun,6
20220627,6/27/2022,2022,2,June,Jun,6
20220628,6/28/2022,2022,2,June,Jun,6
20220629,6/29/2022,2022,2,June,Jun,6
20220630,6/30/2022,2022,2,June,Jun,6
20220701,7/1/2022,2022,3,July,Jul,7
20220702,7/2/2022,2022,3,July,Jul,7
20220703,7/3/2022,2022,3,July,Jul,7
20220704,7/4/2022,2022,3,July,Jul,7
20220705,7/5/2022,2022,3,July,Jul,7
20220706,7/6/2022,2022,3,July,Jul,7
20220707,7/7/2022,2022,3,July,Jul,7
20220708,7/8/2022,2022,3,July,Jul,7
20220709,7/9/2022,2022,3,July,Jul,7
20220710,7/10/2022,2022,3,July,Jul,7
20220711,7/11/2022,2022,3,July,Jul,7
20220712,7/12/2022,2022,3,July,Jul,7
20220713,7/13/2022,2022,3,July,Jul,7
20220714,7/14/2022,2022,3,July,Jul,7
20220715,7/15/2022,2022,3,July,Jul,7
20220716,7/16/2022,2022,3,July,Jul,7
20220717,7/17/2022,2022,3,July,Jul,7
20220718,7/18/2022,2022,3,July,Jul,7
20220719,7/19/2022,2022,3,July,Jul,7
20220720,7/20/2022,2022,3,July,Jul,7
20220721,7/21/2022,2022,3,July,Jul,7
20220722,7/22/2022,2022,3,July,Jul,7
20220723,7/23/2022,2022,3,July,Jul,7
20220724,7/24/2022,2022,3,July,Jul,7
20220725,7/25/2022,2022,3,July,Jul,7
20220726,7/26/2022,2022,3,July,Jul,7
20220727,7/27/2022,2022,3,July,Jul,7
20220728,7/28/2022,2022,3,July,Jul,7
20220729,7/29/2022,2022,3,July,Jul,7
20220730,7/30/2022,2022,3,July,Jul,7
20220731,7/31/2022,2022,3,July,Jul,7
20220801,8/1/2022,2022,3,August,Aug,8
20220802,8/2/2022,2022,3,August,Aug,8
20220803,8/3/2022,2022,3,August,Aug,8
20220804,8/4/2022,2022,3,August,Aug,8
20220805,8/5/2022,2022,3,August,Aug,8
20220806,8/6/2022,2022,3,August,Aug,8
20220807,8/7/2022,2022,3,August,Aug,8
20220808,8/8/2022,2022,3,August,Aug,8
20220809,8/9/2022,2022,3,August,Aug,8
20220810,8/10/2022,2022,3,August,Aug,8
20220811,8/11/2022,2022,3,August,Aug,8
20220812,8/12/2022,2022,3,August,Aug,8
20220813,8/13/2022,2022,3,August,Aug,8
20220814,8/14/2022,2022,3,August,Aug,8
20220815,8/15/2022,2022,3,August,Aug,8
20220816,8/16/2022,2022,3,August,Aug,8
20220817,8/17/2022,2022,3,August,Aug,8
20220818,8/18/2022,2022,3,August,Aug,8
20220819,8/19/2022,2022,3,August,Aug,8
20220820,8/20/2022,2022,3,August,Aug,8
20220821,8/21/2022,2022,3,August,Aug,8
20220822,8/22/2022,2022,3,August,Aug,8
20220823,8/23/2022,2022,3,August,Aug,8
20220824,8/24/2022,2022,3,August,Aug,8
20220825,8/25/2022,2022,3,August,Aug,8
20220826,8/26/2022,2022,3,August,Aug,8
20220827,8/27/2022,2022,3,August,Aug,8
20220828,8/28/2022,2022,3,August,Aug,8
20220829,8/29/2022,2022,3,August,Aug,8
20220830,8/30/2022,2022,3,August,Aug,8
20220831,8/31/2022,2022,3,August,Aug,8
20220901,9/1/2022,2022,3,September,Sep,9
20220902,9/2/2022,2022,3,September,Sep,9
20220903,9/3/2022,2022,3,September,Sep,9
20220904,9/4/2022,2022,3,September,Sep,9
20220905,9/5/2022,2022,3,September,Sep,9
20220906,9/6/2022,2022,3,September,Sep,9
20220907,9/7/2022,2022,3,September,Sep,9
20220908,9/8/2022,2022,3,September,Sep,9
20220909,9/9/2022,2022,3,September,Sep,9
20220910,9/10/2022,2022,3,September,Sep,9
20220911,9/11/2022,2022,3,September,Sep,9
20220912,9/12/2022,2022,3,September,Sep,9
20220913,9/13/2022,2022,3,September,Sep,9
20220914,9/14/2022,2022,3,September,Sep,9
20220915,9/15/2022,2022,3,September,Sep,9
20220916,9/16/2022,2022,3,September,Sep,9
20220917,9/17/2022,2022,3,September,Sep,9
20220918,9/18/2022,2022,3,September,Sep,9
20220919,9/19/2022,2022,3,September,Sep,9
20220920,9/20/2022,2022,3,September,Sep,9
20220921,9/21/2022,2022,3,September,Sep,9
20220922,9/22/2022,2022,3,September,Sep,9
20220923,9/23/2022,2022,3,September,Sep,9
20220924,9/24/2022,2022,3,September,Sep,9
20220925,9/25/2022,2022,3,September,Sep,9
20220926,9/26/2022,2022,3,September,Sep,9
20220927,9/27/2022,2022,3,September,Sep,9
20220928,9/28/2022,2022,3,September,Sep,9
20220929,9/29/2022,2022,3,September,Sep,9
20220930,9/30/2022,2022,3,September,Sep,9
20221001,10/1/2022,2022,4,October,Oct,10
20221002,10/2/2022,2022,4,October,Oct,10
20221003,10/3/2022,2022,4,October,Oct,10
20221004,10/4/2022,2022,4,October,Oct,10
20221005,10/5/2022,2022,4,October,Oct,10
20221006,10/6/2022,2022,4,October,Oct,10
20221007,10/7/2022,2022,4,October,Oct,10
20221008,10/8/2022,2022,4,October,Oct,10
20221009,10/9/2022,2022,4,October,Oct,10
20221010,10/10/2022,2022,4,October,Oct,10
20221011,10/11/2022,2022,4,October,Oct,10
20221012,10/12/2022,2022,4,October,Oct,10
20221013,10/13/2022,2022,4,October,Oct,10
20221014,10/14/2022,2022,4,October,Oct,10
20221015,10/15/2022,2022,4,October,Oct,10
20221016,10/16/2022,2022,4,October,Oct,10
20221017,10/17/2022,2022,4,October,Oct,10
20221018,10/18/2022,2022,4,October,Oct,10
20221019,10/19/2022,2022,4,October,Oct,10
20221020,10/20/2022,2022,4,October,Oct,10
20221021,10/21/2022,2022,4,October,Oct,10
20221022,10/22/2022,2022,4,October,Oct,10
20221023,10/23/2022,2022,4,October,Oct,10
20221024,10/24/2022,2022,4,October,Oct,10
20221025,10/25/2022,2022,4,October,Oct,10
20221026,10/26/2022,2022,4,October,Oct,10
20221027,10/27/2022,2022,4,October,Oct,10
20221028,10/28/2022,2022,4,October,Oct,10
20221029,10/29/2022,2022,4,October,Oct,10
20221030,10/30/2022,2022,4,October,Oct,10
20221031,10/31/2022,2022,4,October,Oct,10
20221101,11/1/2022,2022,4,November,Nov,11
20221102,11/2/2022,2022,4,November,Nov,11
20221103,11/3/2022,2022,4,November,Nov,11
20221104,11/4/2022,2022,4,November,Nov,11
20221105,11/5/2022,2022,4,November,Nov,11
20221106,11/6/2022,2022,4,November,Nov,11
20221107,11/7/2022,2022,4,November,Nov,11
20221108,11/8/2022,2022,4,November,Nov,11
20221109,11/9/2022,2022,4,November,Nov,11
20221110,11/10/2022,2022,4,November,Nov,11
20221111,11/11/2022,2022,4,November,Nov,11
20221112,11/12/2022,2022,4,November,Nov,11
20221113,11/13/2022,2022,4,November,Nov,11
20221114,11/14/2022,2022,4,November,Nov,11
20221115,11/15/2022,2022,4,November,Nov,11
20221116,11/16/2022,2022,4,November,Nov,11
20221117,11/17/2022,2022,4,November,Nov,11
20221118,11/18/2022,2022,4,November,Nov,11
20221119,11/19/2022,2022,4,November,Nov,11
20221120,11/20/2022,2022,4,November,Nov,11
20221121,11/21/2022,2022,4,November,Nov,11
20221122,11/22/2022,2022,4,November,Nov,11
20221123,11/23/2022,2022,4,November,Nov,11
20221124,11/24/2022,2022,4,November,Nov,11
20221125,11/25/2022,2022,4,November,Nov,11
20221126,11/26/2022,2022,4,November,Nov,11
20221127,11/27/2022,2022,4,November,Nov,11
20221128,11/28/2022,2022,4,November,Nov,11
20221129,11/29/2022,2022,4,November,Nov,11
20221130,11/30/2022,2022,4,November,Nov,11
20221201,12/1/2022,2022,4,December,Dec,12
20221202,12/2/2022,2022,4,December,Dec,12
20221203,12/3/2022,2022,4,December,Dec,12
20221204,12/4/2022,2022,4,December,Dec,12
20221205,12/5/2022,2022,4,December,Dec,12
20221206,12/6/2022,2022,4,December,Dec,12
20221207,12/7/2022,2022,4,December,Dec,12
20221208,12/8/2022,2022,4,December,Dec,12
20221209,12/9/2022,2022,4,December,Dec,12
20221210,12/10/2022,2022,4,December,Dec,12
20221211,12/11/2022,2022,4,December,Dec,12
20221212,12/12/2022,2022,4,December,Dec,12
20221213,12/13/2022,2022,4,December,Dec,12
20221214,12/14/2022,2022,4,December,Dec,12
20221215,12/15/2022,2022,4,December,Dec,12
20221216,12/16/2022,2022,4,December,Dec,12
20221217,12/17/2022,2022,4,December,Dec,12
20221218,12/18/2022,2022,4,December,Dec,12
20221219,12/19/2022,2022,4,December,Dec,12
20221220,12/20/2022,2022,4,December,Dec,12
20221221,12/21/2022,2022,4,December,Dec,12
20221222,12/22/2022,2022,4,December,Dec,12
20221223,12/23/2022,2022,4,December,Dec,12
20221224,12/24/2022,2022,4,December,Dec,12
20221225,12/25/2022,2022,4,December,Dec,12
20221226,12/26/2022,2022,4,December,Dec,12
20221227,12/27/2022,2022,4,December,Dec,12
20221228,12/28/2022,2022,4,December,Dec,12
20221229,12/29/2022,2022,4,December,Dec,12
20221230,12/30/2022,2022,4,December,Dec,12
20221231,12/31/2022,2022,4,December,Dec,12
